EPC,Phase,RSSI,Doppler
300833B2DDD9014000000000,0.50314569842649,-50.5,3.25
300833B2DDD9014000000000,0.963339934792183,-61.5,-15.4375
300833B2DDD9014000000000,5.45483568172134,-68,25.1875
300833B2DDD9014000000000,2.34392264388926,-41.5,-3.25
300833B2DDD9014000000000,1.4848934026733,-63,17.0625
300833B2DDD9014000000004,3.26431111662064,-65.5,15.4375
300833B2DDD9014000000000,5.62664152996453,-59,6.5
300833B2DDD9014000000031,5.90275807178395,-58.5,6.5
300833B2DDD9014000000000,5.16644729359884,-63,15.4375
300833B2DDD9014000000000,2.71207803298181,-39,3.25
300833B2DDD9014000000016,5.47937937432751,-59,0
300833B2DDD9014000000018,4.30741805238288,-42.5,6.5
300833B2DDD9014000000000,2.93297126643735,-54,-10.5625
300833B2DDD901400000000D,5.08668029262879,-56,15.4375
300833B2DDD9014000000012,6.10524353578485,-50,-1.625
300833B2DDD9014000000001,0.963339934792183,-46,-3.25
300833B2DDD901400000000C,2.5954954931025,-58.5,-1.625
300833B2DDD9014000000018,4.30741805238288,-42.5,6.5
300833B2DDD9014000000004,3.2152237314083,-65.5,30.0625
300833B2DDD9014000000001,0.95720401164064,-46.5,3.25
300833B2DDD9014000000000,2.70594210983027,-39,3.25
300833B2DDD9014000000000,2.36233041334389,-41.5,-8.125
300833B2DDD9014000000000,0.490873852123405,-50.5,9.75
300833B2DDD9014000000000,5.21553467881118,-63,-6.5
300833B2DDD9014000000000,1.27013609236931,-50.5,3.25
300833B2DDD9014000000012,6.09297168948177,-50,-3.25
300833B2DDD901400000000F,5.42415606596363,-62,-8.125
300833B2DDD9014000000000,4.29514620607979,-51.5,13.8125
300833B2DDD9014000000000,5.64504929941916,-59,4.875
300833B2DDD901400000000C,2.55254403104171,-58.5,13.8125
300833B2DDD9014000000031,5.87821437917778,-59,11.375
300833B2DDD9014000000000,0.963339934792183,-62,-7.3125
